,Unnamed: 0,level_0,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
96705,96705,29711,3333,SI,2019-09-22,92.0,-2.0318,5.4898,Logan Webb,455976.0,657277.0,field_out,hit_into_play,,,,,5.0,Nick Markakis flies out to left fielder Joey Rickard.  ,R,L,R,ATL,SF,X,7.0,fly_ball,2.0,2.0,2019.0,-1.3017,0.5008,-0.0945,2.5128,,,,2.0,6.0,Bot,68.75,96.1,,,605244.0,,190922_191727,7.6782,-133.8354,-2.8181,-17.13,26.5596,-25.8192,3.36,1.62,279.0,90.2,49.6,91.98700000000001,1977.0,6.117000000000001,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.3822,0.005,0.006999999999999999,0.0,1.0,0.0,0.0,3.0,49.0,8.0,Sinker,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Standard,Standard
96706,96706,29712,3335,CH,2019-09-22,84.6,-2.1861,5.3625,Logan Webb,455976.0,657277.0,,foul,,,,,9.0,,R,L,R,ATL,SF,S,,,2.0,2.0,2019.0,-1.0046,0.0394,0.6481,1.6728,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191650,8.6518,-122.9872,-2.3107,-11.9883,25.0066,-31.5149,3.5,1.66,130.0,106.5,6.5,84.77,1711.0,6.51,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9892,,,,,,,,49.0,7.0,Changeup,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Standard,Standard
96707,96707,29713,3357,CH,2019-09-22,84.5,-2.229,5.3601,Logan Webb,455976.0,657277.0,,ball,,,,,14.0,,R,L,R,ATL,SF,B,,,1.0,2.0,2019.0,-1.0866,0.053,0.3364,1.0267,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191627,8.1945,-122.8424,-3.8149,-12.7444,25.4882,-31.0568,3.4929,1.66,,,,84.693,1746.0,6.575,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9241,,,,,,,,49.0,6.0,Changeup,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Standard,Standard
96708,96708,29714,3367,SL,2019-09-22,81.6,-1.9623,5.5407,Logan Webb,455976.0,657277.0,,foul,,,,,9.0,,R,L,R,ATL,SF,S,,,1.0,2.0,2019.0,0.5842,-0.3636,0.4461,1.8008,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191555,4.2854,-118.8084,-1.1583,4.6571,22.2986,-35.5864,3.5,1.66,17.0,97.4,-6.8,81.19800000000001,2640.0,5.938,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.5613,,,,,,,,49.0,5.0,Slider,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Strategic,Standard
96709,96709,29715,3390,FF,2019-09-22,92.9,-1.8153,5.5852,Logan Webb,455976.0,657277.0,,ball,,,,,12.0,,R,L,R,ATL,SF,B,,,0.0,2.0,2019.0,-0.4667,1.0638,0.2462,4.6782,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191532,6.2915,-135.2093,1.1335,-7.0661,29.2434,-19.6334,3.6111,1.6643,,,,92.869,2067.0,6.242999999999999,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2569,,,,,,,,49.0,4.0,4-Seam Fastball,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Strategic,Standard
96710,96710,29716,3402,FF,2019-09-22,93.5,-1.8908,5.5276,Logan Webb,455976.0,657277.0,,foul,,,,,2.0,,R,L,R,ATL,SF,S,,,0.0,2.0,2019.0,-0.4585,1.1208,0.2395,3.4905,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191506,6.5306,-135.9432,-1.9321,-7.2469,32.7625,-18.0666,3.5,1.66,,,,93.426,2177.0,6.518,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9816,,,,,,,,49.0,3.0,4-Seam Fastball,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Standard,Standard
96711,96711,29717,3418,SL,2019-09-22,82.3,-2.0091,5.4947,Logan Webb,455976.0,657277.0,,foul,,,,,14.0,,R,L,R,ATL,SF,S,,,0.0,1.0,2019.0,0.8537,-0.0554,0.6609999999999999,1.2692,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191438,4.3885,-119.5793,-2.8297,7.0396,26.0899,-32.3415,3.5,1.66,,,,81.236,2453.0,5.95,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.5496,,,,,,,,49.0,2.0,Slider,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Standard,Standard
96712,96712,29718,3439,SL,2019-09-22,81.9,-2.0772,5.4824,Logan Webb,455976.0,657277.0,,called_strike,,,,,5.0,,R,L,R,ATL,SF,S,,,0.0,0.0,2019.0,0.9579,-0.1169,0.0085,2.8128,,,,2.0,6.0,Bot,,,,,605244.0,,190922_191421,2.8628,-119.0838,0.8351,8.3069,25.6205,-33.7031,3.6201,1.685,,,,81.018,2515.0,6.006,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.4935,,,,,,,,49.0,1.0,Slider,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,Standard,Standard
96713,96713,29719,3441,FF,2019-09-22,93.0,-1.8461,5.5342,Logan Webb,518692.0,657277.0,field_out,hit_into_play_score,,,,,5.0,"Freddie Freeman grounds out, second baseman Mauricio Dubon to first baseman Austin Slater.   Adeiny Hechavarria scores.  ",R,L,R,ATL,SF,X,4.0,ground_ball,3.0,2.0,2019.0,-0.8669,0.9025,-0.0264,2.7089999999999996,588751.0,,,1.0,6.0,Bot,165.3,147.0,,,605244.0,,190922_191335,6.5949,-135.3223,-3.4773,-12.1151,28.6957,-20.4815,3.53,1.73,46.0,97.6,-1.0,93.417,2157.0,6.475,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.0246,0.418,0.379,0.0,1.0,0.0,0.0,2.0,48.0,8.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Strategic,Standard
96714,96714,29720,3467,FF,2019-09-22,95.0,-1.7983,5.6242,Logan Webb,518692.0,657277.0,,foul,,,,,3.0,,R,L,R,ATL,SF,S,,,3.0,2.0,2019.0,-0.6297,1.1604,0.3572,3.1158,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191302,7.0835,-138.3187,-3.57,-9.6296,28.9454,-16.6099,3.53,1.73,,,,95.57700000000001,2263.0,6.452999999999999,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.0466,,,,,,,,48.0,7.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Strategic,Standard
96715,96715,29721,3473,SL,2019-09-22,81.8,-2.1068,5.4147,Logan Webb,518692.0,657277.0,,foul,,,,,6.0,,R,L,R,ATL,SF,S,,,3.0,2.0,2019.0,0.6795,-0.1544,0.5093,2.4389,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191229,4.5822,-119.0102,0.1622,5.4874,23.250999999999998,-33.8895,3.53,1.73,7.0,65.5,-24.2,81.389,2620.0,6.061,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.4386,,,,,,,,48.0,6.0,Slider,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Strategic,Standard
96716,96716,29722,3497,SL,2019-09-22,82.4,-1.9962,5.4897,Logan Webb,518692.0,657277.0,,swinging_strike,,,,,5.0,,R,L,R,ATL,SF,S,,,3.0,1.0,2019.0,0.7333,-0.156,0.1336,2.521,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191207,3.4165,-119.9451,0.0407,6.3901,22.182,-33.896,3.53,1.73,,,,82.195,2598.0,6.034,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.4651,,,,,,,,48.0,5.0,Slider,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Strategic,Standard
96717,96717,29723,3514,FF,2019-09-22,94.3,-1.8695,5.5269,Logan Webb,518692.0,657277.0,,ball,,,,,14.0,,R,L,R,ATL,SF,B,,,2.0,1.0,2019.0,-0.825,1.1492,1.2188,2.0895,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191129,9.8443,-136.9808,-5.775,-12.5044,29.3775,-16.6687,3.5386,1.8041,,,,94.29,2261.0,6.315,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.1846,,,,,,,,48.0,4.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Strategic,Standard
96718,96718,29724,3516,SL,2019-09-22,81.6,-2.1283,5.489,Logan Webb,518692.0,657277.0,,swinging_strike,,,,,14.0,,R,L,R,ATL,SF,S,,,2.0,0.0,2019.0,0.5735,-0.1328,0.8552,1.3402,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191107,5.5871,-118.669,-2.474,4.2748,22.7879,-33.1716,3.53,1.73,,,,81.09,2540.0,5.983,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.5164,,,,,,,,48.0,3.0,Slider,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96719,96719,29725,3539,FF,2019-09-22,93.8,-1.7497,5.5763,Logan Webb,518692.0,657277.0,,ball,,,,,14.0,,R,L,R,ATL,SF,B,,,1.0,0.0,2019.0,-0.6051,0.9328,1.4259,2.3569999999999998,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191046,9.5484,-136.2676,-4.6672,-9.5633,28.4032,-19.7289,3.5238,1.7534,,,,93.995,2069.0,6.38,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.1196,,,,,,,,48.0,2.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Strategic,Standard
96720,96720,29726,3547,FF,2019-09-22,93.6,-1.7785,5.5436,Logan Webb,518692.0,657277.0,,ball,,,,,14.0,,R,L,R,ATL,SF,B,,,0.0,0.0,2019.0,-0.6241,1.0888,1.0655,2.2734,588751.0,,,1.0,6.0,Bot,,,,,605244.0,,190922_191026,8.7412,-136.1613,-5.1866,-9.5285,25.8715,-17.6429,3.5884,1.73,,,,94.369,2214.0,6.456,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.0437,,,,,,,,48.0,1.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96721,96721,29727,3572,SI,2019-09-22,92.3,-1.9378,5.5163,Logan Webb,588751.0,657277.0,triple,hit_into_play_no_out,,,,,4.0,Adeiny Hechavarria triples (1) on a sharp fly ball to center fielder Kevin Pillar.  ,R,R,R,ATL,SF,X,8.0,fly_ball,2.0,2.0,2019.0,-1.268,0.4509,-0.4753,2.7195,,,,1.0,6.0,Bot,128.24,28.43,,,605244.0,,190922_190925,6.4879999999999995,-134.4205,-2.3655,-16.7448,25.0503,-26.3926,3.26,1.54,401.0,102.5,27.0,93.02600000000001,1896.0,6.3629999999999995,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.1361,0.892,1.6769999999999998,1.6,1.0,1.0,2.0,6.0,47.0,5.0,Sinker,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Infield shift,Standard
96722,96722,29728,3587,SL,2019-09-22,83.3,-2.0189,5.4366,Logan Webb,588751.0,657277.0,,ball,,,,,14.0,,R,R,R,ATL,SF,B,,,1.0,2.0,2019.0,0.8174,-0.0508,1.1432,1.9735,,,,1.0,6.0,Bot,,,,,605244.0,,190922_190901,5.6415,-121.2635,-1.4793,7.0094,20.7821,-32.6298,3.0865,1.3561,,,,82.98200000000001,2598.0,5.78,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.7197,,,,,,,,47.0,4.0,Slider,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Infield shift,Standard
96723,96723,29729,3591,SI,2019-09-22,92.6,-1.9336,5.5707,Logan Webb,588751.0,657277.0,,called_strike,,,,,1.0,,R,R,R,ATL,SF,S,,,1.0,1.0,2019.0,-1.1855,0.7058,-0.6681,3.1808,,,,1.0,6.0,Bot,,,,,605244.0,,190922_190841,5.7704,-134.821,-1.9182,-15.557,24.2566,-23.3729,3.2415,1.3645,,,,92.999,2001.0,6.114,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.3858,,,,,,,,47.0,3.0,Sinker,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Infield shift,Standard
96724,96724,29730,3614,CH,2019-09-22,85.2,-2.0909,5.5093,Logan Webb,588751.0,657277.0,,swinging_strike,,,,,8.0,,R,R,R,ATL,SF,S,,,1.0,0.0,2019.0,-0.768,0.0319,-0.005,1.6136,,,,1.0,6.0,Bot,,,,,605244.0,,190922_190823,6.4699,-124.1481,-3.0588,-9.118,19.7164,-31.5182,3.26,1.54,,,,86.28399999999999,1498.0,6.4510000000000005,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.048,,,,,,,,47.0,2.0,Changeup,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Infield shift,Standard
96725,96725,29731,3620,FF,2019-09-22,92.2,-1.9592,5.5686,Logan Webb,588751.0,657277.0,,ball,,,,,14.0,,R,R,R,ATL,SF,B,,,0.0,0.0,2019.0,-0.9159,0.7623,0.2643,1.3957,,,,1.0,6.0,Bot,,,,,605244.0,,190922_190805,7.6276,-134.0535,-6.5058,-12.5332,24.1461,-21.8961,3.4272,1.54,,,,92.76899999999999,1936.0,6.303999999999999,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.1958,,,,,,,,47.0,1.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Infield shift,Standard
96726,96726,29732,3643,FF,2019-09-22,93.7,-1.7991,5.5654,Logan Webb,621020.0,657277.0,strikeout,swinging_strike,,,,,3.0,Dansby Swanson strikes out swinging.  ,R,R,R,ATL,SF,S,2.0,,3.0,2.0,2019.0,-0.5807,1.1520000000000001,0.7729,3.0569,,,,0.0,6.0,Bot,,,,,605244.0,,190922_190731,7.9744,-136.3711,-3.3574,-8.9721,28.0802,-17.1324,3.26,1.54,,,,94.411,2204.0,6.553,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9464,,,0.0,1.0,0.0,0.0,,46.0,6.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96727,96727,29733,3663,SI,2019-09-22,93.2,-1.9432,5.6024,Logan Webb,621020.0,657277.0,,called_strike,,,,,5.0,,R,R,R,ATL,SF,S,,,3.0,1.0,2019.0,-1.4527,0.5836,0.1989,2.6896,,,,0.0,6.0,Bot,,,,,605244.0,,190922_190707,8.6634,-135.4183,-2.9882,-19.6913,28.7571,-24.5809,3.4857,1.64,,,,93.12200000000001,1957.0,6.263999999999999,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2359,,,,,,,,46.0,5.0,Sinker,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96728,96728,29734,3666,FF,2019-09-22,92.4,-1.8838,5.612,Logan Webb,621020.0,657277.0,,called_strike,,,,,5.0,,R,R,R,ATL,SF,S,,,3.0,0.0,2019.0,-0.7663,1.216,0.1589,2.5152,,,,0.0,6.0,Bot,,,,,605244.0,,190922_190648,6.9227,-134.4722,-4.7938,-10.8317,27.7539,-16.4574,3.4578,1.5527,,,,93.08,2193.0,6.577999999999999,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9213,,,,,,,,46.0,4.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96729,96729,29735,3689,FF,2019-09-22,93.5,-1.6771,5.6508,Logan Webb,621020.0,657277.0,,ball,,,,,14.0,,R,R,R,ATL,SF,B,,,2.0,0.0,2019.0,-0.7093,1.1854,1.0107,2.3192,,,,0.0,6.0,Bot,,,,,605244.0,,190922_190629,8.4723,-135.8799,-5.4494,-10.5586,28.233,-16.5448,3.5048,1.64,,,,93.56700000000001,2275.0,6.285,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2147,,,,,,,,46.0,3.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96730,96730,29736,3695,FF,2019-09-22,93.1,-1.7548,5.7024,Logan Webb,621020.0,657277.0,,ball,,,,,14.0,,R,R,R,ATL,SF,B,,,1.0,0.0,2019.0,-0.5015,0.9892,1.7472,1.4752,,,,0.0,6.0,Bot,,,,,605244.0,,190922_190609,10.0073,-135.0571,-7.1796,-8.1455,27.43,-18.8711,3.509,1.64,,,,92.743,2244.0,6.097,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.4027,,,,,,,,46.0,2.0,4-Seam Fastball,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96731,96731,29737,3718,CH,2019-09-22,83.5,-2.0284,5.5159,Logan Webb,621020.0,657277.0,,ball,,,,,14.0,,R,R,R,ATL,SF,B,,,0.0,0.0,2019.0,-1.4113,-0.0275,0.9436,0.9089,,,,0.0,6.0,Bot,,,,,605244.0,,190922_190550,9.6154,-121.2151,-4.1176,-15.7627,22.336,-31.8879,3.4183,1.5417,,,,83.65700000000001,1704.0,6.396,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.1034,,,,,,,,46.0,1.0,Changeup,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,Standard,Standard
96764,96764,29770,4266,CH,2019-09-22,83.9,-2.2006,5.4648,Logan Webb,572971.0,657277.0,strikeout,swinging_strike,,,,,8.0,Dallas Keuchel strikes out swinging.  ,R,L,R,ATL,SF,S,2.0,,1.0,2.0,2019.0,-1.3149,-0.0636,0.0089,1.7329,,459964.0,452095.0,2.0,5.0,Bot,,,,,605244.0,,190922_184225,7.7589,-122.0552,-2.1093,-14.7431,23.825,-32.6061,3.39,1.6,,,,84.26899999999999,1724.0,6.527,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9722,,,0.0,1.0,0.0,0.0,,37.0,4.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96765,96765,29771,4287,CH,2019-09-22,84.4,-2.2104,5.485,Logan Webb,572971.0,657277.0,,ball,,,,,14.0,,R,L,R,ATL,SF,B,,,0.0,2.0,2019.0,-1.1799,0.0962,0.7884,1.2886,,459964.0,452095.0,2.0,5.0,Bot,,,,,605244.0,,190922_184200,9.4173,-122.5785,-3.5929,-13.9023,23.9545,-30.6814,3.3265,1.5812,,,,84.961,1670.0,6.734,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.7658,,,,,,,,37.0,3.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96766,96766,29772,4303,FF,2019-09-22,93.2,-1.8317,5.6978,Logan Webb,572971.0,657277.0,,swinging_strike,,,,,2.0,,R,L,R,ATL,SF,S,,,0.0,1.0,2019.0,-0.7522,0.9688,0.2615,3.4003,,459964.0,452095.0,2.0,5.0,Bot,,,,,605244.0,,190922_184132,7.0015,-135.6656,-2.2929,-10.6906,27.2861,-19.9635,3.39,1.6,,,,93.33,2184.0,6.167000000000001,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.3322,,,,,,,,37.0,2.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96767,96767,29773,4319,SL,2019-09-22,82.6,-2.0624,5.542999999999999,Logan Webb,572971.0,657277.0,,foul,,,,,4.0,,R,L,R,ATL,SF,S,,,0.0,0.0,2019.0,0.8329,-0.1837,-0.332,2.5198,,459964.0,452095.0,2.0,5.0,Bot,,,,,605244.0,,190922_184059,2.3272,-120.3034,-0.07,7.6518,22.0964,-34.1527,3.39,1.6,,,,82.738,2498.0,6.212999999999999,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2869,,,,,,,,37.0,1.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96768,96768,29774,4324,SL,2019-09-22,82.4,-2.0782,5.5333,Logan Webb,571740.0,657277.0,strikeout,called_strike,,,,,5.0,Billy Hamilton called out on strikes.  ,R,L,R,ATL,SF,S,2.0,,2.0,2.0,2019.0,0.7381,-0.2081,0.18899999999999997,2.3462,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_184023,3.7166,-120.0067,-0.3564,6.3302,22.4974,-34.3208,3.295,1.4799,,,,81.943,2596.0,5.864,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.6355,,,0.0,1.0,0.0,0.0,,36.0,7.0,Slider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96769,96769,29775,4344,SI,2019-09-22,93.1,-1.9927,5.5475,Logan Webb,571740.0,657277.0,,foul,,,,,11.0,,R,L,R,ATL,SF,S,,,2.0,2.0,2019.0,-1.0368,0.5609,-0.8817,2.7573,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_183948,5.1072,-135.5633,-2.7033,-13.8175,25.0669,-24.8966,3.34,1.56,154.0,74.3,12.1,93.64299999999999,1936.0,6.231,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2682,,,,,,,,36.0,6.0,Sinker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96770,96770,29776,4364,FF,2019-09-22,94.1,-1.8430000000000002,5.6362,Logan Webb,571740.0,657277.0,,foul,,,,,7.0,,R,L,R,ATL,SF,S,,,2.0,2.0,2019.0,-0.6819,1.3272,-0.7309,1.9826,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_183911,4.3883,-136.9758,-6.7421,-9.4978,27.8744,-14.2557,3.34,1.56,172.0,72.0,24.2,94.384,2277.0,6.261,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2386,,,,,,,,36.0,5.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96771,96771,29777,4367,FF,2019-09-22,93.9,-1.8175,5.6349,Logan Webb,571740.0,657277.0,,foul,,,,,3.0,,R,L,R,ATL,SF,S,,,2.0,1.0,2019.0,-0.5671,1.1815,0.3278,2.9752,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_183838,6.7857,-136.5304,-3.7598,-8.5284,29.3214,-16.8504,3.34,1.56,190.0,70.6,30.5,93.79799999999999,2281.0,6.218,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.2815,,,,,,,,36.0,4.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96772,96772,29778,4391,FF,2019-09-22,93.4,-1.8068,5.7003,Logan Webb,571740.0,657277.0,,foul,,,,,6.0,,R,L,R,ATL,SF,S,,,2.0,0.0,2019.0,-0.637,1.1391,0.5025,2.4228,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_183804,7.3933,-135.8513,-5.2395,-9.5468,29.2501,-17.0206,3.34,1.56,40.0,91.3,-0.9,93.89399999999999,2165.0,6.565,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9341,,,,,,,,36.0,3.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96773,96773,29779,4410,CH,2019-09-22,85.2,-2.1332,5.4231,Logan Webb,571740.0,657277.0,,ball,,,,,14.0,,R,L,R,ATL,SF,B,,,1.0,0.0,2019.0,-1.1079999999999999,-0.1962,0.8548,0.7694,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_183651,9.3104,-123.756,-4.2432,-13.3198,23.7567,-33.5938,3.3253,1.53,,,,85.729,1782.0,6.643,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.8562,,,,,,,,36.0,2.0,Changeup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96774,96774,29780,4412,SI,2019-09-22,92.6,-1.7964,5.5497,Logan Webb,571740.0,657277.0,,ball,,,,,13.0,,R,L,R,ATL,SF,B,,,0.0,0.0,2019.0,-1.3003,0.6798,-0.3845,1.1246,,459964.0,452095.0,1.0,5.0,Bot,,,,,605244.0,,190922_183630,6.4605,-134.6912,-7.0225,-17.256,27.4808,-22.6069,3.3515,1.56,,,,93.024,2032.0,6.428,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,54.0715,,,,,,,,36.0,1.0,Sinker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
96775,96775,29781,4435,FF,2019-09-22,93.0,-1.8121,5.5996,Logan Webb,452095.0,657277.0,walk,ball,,,,,14.0,Tyler Flowers walks.   Matt Joyce to 2nd.  ,R,R,R,ATL,SF,B,,,3.0,2.0,2019.0,-0.7611,1.0302,1.3512,1.0125,,,459964.0,1.0,5.0,Bot,,,,,605244.0,,190922_183518,9.7992,-134.9708,-8.2633,-11.3978,27.6244,-17.9636,3.4855,1.57,,,,93.34700000000001,2195.0,6.507000000000001,567247.0,657277.0,605244.0,596103.0,643289.0,446334.0,543063.0,572073.0,607680.0,573262.0,53.9927,,,0.7,1.0,0.0,0.0,,35.0,6.0,4-Seam Fastball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standard,Standard
